benchmark_run_id,chunker,embedding,vector_store,index_type,retrieval_method,retriever,reranker,evaluator,query_id,query,category,top_ids,top_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_10,precision_at_5,latency_ms
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,446,How can I rebook due to Cancelled BA VY oprated flights,rebooking,12676|12665|33331|14602|22196|7474|5723|12129|23593|7599,0.6676|0.6676|0.6290|0.5777|0.4346|0.2838|0.2772|0.2401|0.1990|0.1697,1.0,1.0,1.0,1.0,1.0,0.9848330959553522,1.0,64.7196
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,447,how to transfer paid seating when rebooking onto an alternative BA operated flight,refund,34536|34860|23593|6304|6319|6334|20673|36564|36574|17969,0.7306|0.2162|0.1599|0.1524|0.1524|0.1524|0.1475|0.1117|0.1117|0.1084,1.0,1.0,1.0,1.0,1.0,0.8631997506525686,0.6,66.2776
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,448,What is the Calculation for payment for extra seat,rebooking,23028|4415|22944|27048|23035|14027|22892|25181|23034|23015,0.5732|0.3741|0.2899|0.1783|0.1592|0.0905|0.0822|0.0756|0.0703|0.0680,0.0,0.0,1.0,1.0,0.25,0.46845052016107697,0.2,115.4043
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,449,What if Customer has a same day return trip but got affected by schedule change. How can he rebook or get a refund,refund,24658|4906|34871|19942|19780|18980|21590|15270|15207|25504,0.9198|0.8663|0.6699|0.6102|0.5226|0.5132|0.4190|0.3527|0.3512|0.3259,1.0,1.0,1.0,1.0,1.0,0.9933222998814618,1.0,108.3509
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,450,"What if Customer has already paid for the seat, now customer wants to change the seat, does he have to pay the difference",refund,9361|35270|25612|9252|18980|14171|15573|25469|12189|34958,0.8835|0.8747|0.6839|0.6599|0.4905|0.4425|0.4322|0.2966|0.2960|0.2414,1.0,1.0,1.0,1.0,1.0,0.9453078548481746,0.8,58.4397
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,451,"What if Customer has already paid for the seat, now customer wants to change the seat which has lower charges, is he eligible for the refund",refund,25616|25655|33346|10569|5307|33103|33362|32359|33369|11817,0.9857|0.7668|0.7449|0.5508|0.5158|0.4709|0.4270|0.2788|0.2619|0.1829,1.0,1.0,1.0,1.0,1.0,0.9093183643170807,0.8,58.2869
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,452,Can the seat be changed at the last minute,general,10971|17977|17554|34536|5069|9249|2392|17543|365|17969,0.6077|0.3343|0.3343|0.1445|0.1292|0.0521|0.0347|0.0309|0.0222|0.0220,0.0,1.0,1.0,1.0,0.5,0.7493211223323235,0.4,47.2118
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,453,is the seat number guaranteed and will not be changed,general,2392|17977|17554|17969|17543|23030|2393|25614|10971|22997,0.9639|0.9558|0.9558|0.8879|0.8628|0.6528|0.4180|0.2814|0.2170|0.0714,1.0,1.0,1.0,1.0,1.0,0.9815441540827996,1.0,58.7474
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,454,What option does the passnger have if seat numbers are changed,general,25651|12061|4906|32885|13707|13657|12188|12189|19585|4289,0.9600|0.9237|0.9189|0.6583|0.4620|0.1620|0.1234|0.1131|0.0948|0.0820,1.0,1.0,1.0,1.0,1.0,0.9652102434192421,0.8,42.48
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,455,"Customer is travelling with family , will they be seated together, In case BA changes the seats",general,25096|25651|2392|15936|9506|12061|32452|32444|17969|34553,0.9373|0.8742|0.1631|0.1144|0.0928|0.0849|0.0719|0.0719|0.0433|0.0324,0.0,1.0,1.0,1.0,0.5,0.6978817289434457,0.4,60.8563
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,456,Within how many days can a claim be raised for refund on paid seating,refund,16740|4700|4701|35669|30414|31270|31731|30500|31877|32069,0.6733|0.1174|0.0877|0.0571|0.0371|0.0321|0.0321|0.0321|0.0321|0.0279,1.0,1.0,1.0,1.0,1.0,0.9504206262110482,0.8,43.7969
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,457,"Passenger had paid for cabin upgrade, but had to pay extra for seat selection as well, can he claim refund for the paid seat selection",refund,13569|33362|33358|14443|25096|27362|27602|14819|25502|9252,0.6887|0.6568|0.3397|0.2888|0.2405|0.1437|0.1437|0.1345|0.0426|0.0412,0.0,1.0,1.0,1.0,0.5,0.8201741356762527,0.8,50.6201
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,458,"Passenger had paid for cabin upgrade from World Traveller to World Traveller Plus, but had to pay extra for seat selection as well, can he claim refund for the paid seat selection",refund,33362|13569|14443|27362|27602|25096|14819|12061|25502|33130,0.7082|0.6092|0.3760|0.2903|0.2903|0.1425|0.1001|0.0533|0.0259|0.0225,1.0,1.0,1.0,1.0,1.0,0.9132861715058802,0.8,44.5011
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,459,"Customer had paid for an exit seat, informed BA after 72 hrs that due to injury he cannot sit in the exit row , can he apply for refund",refund,33362|27362|27602|11940|33446|36051|33358|35649|28369|30529,0.3943|0.3451|0.3451|0.1750|0.1077|0.0711|0.0697|0.0271|0.0209|0.0205,0.0,0.0,1.0,1.0,0.25,0.5256940434743352,0.2,60.5959
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,460,"Customer had paid for an exit seat, informed BA 3days before that he cannot sit in the exit row , can he apply for refund",refund,25616|25655|27362|27602|33362|33358|11940|33346|36051|35649,0.8747|0.6198|0.2652|0.2652|0.2129|0.1364|0.0828|0.0557|0.0277|0.0184,0.0,0.0,0.0,1.0,0.16666666666666666,0.4564683833089639,0.0,60.3361
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,461,Can a customer ask for a refund against a paid seat voucher,refund,25655|25616|33362|10120|33103|33346|18103|18100|17638|17641,0.9507|0.8144|0.7515|0.4378|0.3737|0.2029|0.1976|0.1976|0.1959|0.1959,1.0,1.0,1.0,1.0,1.0,0.9504206262110482,0.8,42.8166
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,462,Can I cancel  my avios only flight,refund,16745|12373|11490|36213|6025|12838|7982|24909|25792|6666,0.6776|0.4655|0.3788|0.3331|0.3259|0.2882|0.2388|0.1880|0.1800|0.0963,0.0,0.0,1.0,1.0,0.25,0.49141527484330916,0.2,47.6338
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,463,What are the Terms and condtions to cancel avios only flight,refund,36586|5952|5581|18483|18485|14992|24909|12838|35236|35238,0.4717|0.3324|0.2229|0.1856|0.1830|0.1382|0.1305|0.1140|0.1085|0.1085,0.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,0.0,109.5473
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,464,How many Avios will I earn on flights,ticketing,19887|17094|19890|8086|16869|16867|15884|9457|36459|36454,0.0149|0.0088|0.0042|0.0038|0.0038|0.0038|0.0031|0.0015|0.0012|0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.9696
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,465,What are the factors that decide the amount of avios earned in flights,ticketing,25360|25074|34921|36459|16670|16674|4984|36454|36446|19887,0.8481|0.1165|0.0396|0.0153|0.0142|0.0142|0.0097|0.0094|0.0084|0.0078,1.0,1.0,1.0,1.0,1.0,0.8175295903539445,0.2,163.2102
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,466,Who can earn Avios,ticketing,4994|26125|35263|26563|25905|5852|25532|14483|2395|2110,0.0023|0.0019|0.0011|0.0004|0.0004|0.0002|0.0001|0.0001|0.0001|0.0001,0.0,1.0,1.0,1.0,0.3333333333333333,0.5706417189553201,0.4,66.9294
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,467,Will I earn Avios If I purchase tickets,ticketing,4234|18980|33539|36624|33409|17640|17637|18102|18099|25531,0.7515|0.5456|0.3310|0.0159|0.0031|0.0027|0.0027|0.0025|0.0025|0.0024,0.0,1.0,1.0,1.0,0.5,0.6934264036172708,0.4,134.639
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,468,Can someone else earn Avios if I fly,ticketing,2378|4994|26125|19172|10520|2395|2383|15876|15870|10696,0.0496|0.0356|0.0061|0.0031|0.0021|0.0008|0.0006|0.0005|0.0005|0.0005,0.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,0.0,71.3829
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,469,Can we earn avios with extra baggage,ticketing,11846|18301|17247|5669|10847|34893|36219|36713|8913|25964,0.7446|0.1668|0.1133|0.1003|0.0613|0.0231|0.0203|0.0083|0.0068|0.0042,0.0,1.0,1.0,1.0,0.5,0.7484853057448934,0.6,115.7153
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,470,Will I earn avios if we purchase additional baggage,ticketing,30744|11846|5669|18301|11949|36219|11943|34893|25962|36713,0.9063|0.4680|0.0709|0.0603|0.0524|0.0459|0.0379|0.0362|0.0238|0.0201,1.0,1.0,1.0,1.0,1.0,0.8930068676327362,0.8,49.9235
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,471,Can passenger change paid seats if there is involuntary change,rebooking,4906|9249|10971|32885|15092|27171|27253|12061|4664|13663,0.9696|0.9626|0.9335|0.7735|0.6792|0.5457|0.5092|0.2443|0.2389|0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0679
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,472,Do customers get free change for  paid seats if changes are done by BA,rebooking,8089|25612|8088|5720|25456|34958|14171|10601|16665|34935,0.4102|0.3727|0.3277|0.2726|0.0811|0.0526|0.0462|0.0436|0.0403|0.0302,0.0,0.0,1.0,1.0,0.25,0.499800561367962,0.2,47.0913
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,473,Do customers need to pay anything extra for change paid seats in cases of involuntary changes,rebooking,32524|34955|10971|18977|35270|20869|9249|5064|15092|14171,0.8324|0.7839|0.6257|0.4348|0.2841|0.1905|0.1542|0.1416|0.0653|0.0623,0.0,0.0,1.0,1.0,0.2,0.41443699955334395,0.2,160.3902
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,474,Can passenger change to exit seats  if they were booked on other paid seats prior to changes made by BA,general,25096|34536|17969|12061|9249|20173|4854|10971|12188|32452,0.7274|0.4173|0.3179|0.2812|0.1228|0.0959|0.0695|0.0598|0.0550|0.0364,1.0,1.0,1.0,1.0,1.0,0.9005471983095722,0.6,50.0587
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,475,Can passnger paid bulk head seat be changed to another bulkhead incase of changes done BA,general,12061|8089|13707|35711|20173|8083|8088|9249|36144|13657,0.6163|0.1883|0.0809|0.0325|0.0276|0.0247|0.0241|0.0208|0.0194|0.0071,0.0,0.0,0.0,1.0,0.125,0.3706656904013186,0.0,50.1637
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,476,Can customer change to new paid seat incase of involuntary changes,general,10971|9249|34955|25461|13060|13057|35270|12189|25096|34854,0.9383|0.9008|0.7736|0.7482|0.6433|0.6433|0.4835|0.3095|0.2585|0.2504,0.0,1.0,1.0,1.0,0.5,0.5998148292164573,0.2,46.1145
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,477,Can free paid seats be offered from BA operated to BA codeshare in cases of disruption,general,25612|36623|22756|23001|25618|4715|22892|14172|14180|20857,0.0031|0.0013|0.0003|0.0003|0.0002|0.0002|0.0001|0.0001|0.0001|0.0001,0.0,0.0,0.0,1.0,0.14285714285714285,0.483639123806428,0.0,162.1674
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,478,Is there cost to change paid seats to BA codeshare flights in case where BA is not operating carrier which policy applies,general,19386|9874|34567|25491|23589|10601|9252|20173|34946|15826,0.1608|0.0942|0.0787|0.0415|0.0394|0.0182|0.0092|0.0072|0.0069|0.0058,0.0,0.0,0.0,1.0,0.14285714285714285,0.38162168437253385,0.0,163.1377
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,479,If customer changes paid seats can the difference in cost be paid using Avios,general,25537|25096|9252|25469|20269|34958|34911|25456|34955|15826,0.2826|0.2423|0.0433|0.0419|0.0386|0.0376|0.0368|0.0235|0.0155|0.0130,1.0,1.0,1.0,1.0,1.0,1.0,0.2,60.838
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,480,What is the Policy on paying  for the difference in fare for paid seats with Avios,general,15450|17132|9252|10218|32573|30234|19968|5066|36650|34794,0.9367|0.1129|0.0975|0.0695|0.0540|0.0504|0.0281|0.0270|0.0200|0.0118,0.0,0.0,1.0,1.0,0.2,0.4899692203633839,0.2,57.3194
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,481,Can paid seats be transferred incase of BA operated flights,rebooking,25096|9249|9252|10971|5949|9512|25612|9355|9504|22892,0.3997|0.0766|0.0503|0.0478|0.0424|0.0084|0.0073|0.0029|0.0029|0.0015,1.0,1.0,1.0,1.0,1.0,0.7720911544214064,0.2,117.3613
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,482,What is the Cost to change paid seats on BA operated flight due disruption,rebooking,8037|8034|19386|8087|16733|5611|5685|15828|15806|17094,0.7359|0.6770|0.5901|0.2087|0.1342|0.0872|0.0872|0.0507|0.0260|0.0240,0.0,0.0,0.0,1.0,0.16666666666666666,0.4227898344066503,0.0,135.6692
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,483,Do all exit seats have legroom,general,2392|10649|25096|2077|25651|25098|2067|2391|350|16510,0.5467|0.4291|0.2942|0.0110|0.0024|0.0017|0.0013|0.0004|0.0003|0.0002,0.0,1.0,1.0,1.0,0.5,0.6719882468370725,0.4,116.0693
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,484,How to identify extra legroom seats,general,15578|2077|10649|22892|25181|22859|23012|22993|23022|22940,0.4147|0.3014|0.1547|0.1240|0.0990|0.0499|0.0499|0.0371|0.0371|0.0371,1.0,1.0,1.0,1.0,1.0,0.9196461703481418,0.8,117.3702
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,485,Will exit seats guarantee extra legroom,general,2392|10649|25096|17543|15578|17969|25651|22892|25097|25181,0.7890|0.7409|0.0270|0.0214|0.0154|0.0075|0.0006|0.0003|0.0002|0.0001,0.0,1.0,1.0,1.0,0.5,0.7640323590577898,0.6,115.4153
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,486,What if the customer wishes to change exit seats,general,4906|12189|12062|6935|25096|25616|32885|18980|34537|12061,0.9214|0.8505|0.7811|0.7657|0.6252|0.5986|0.5865|0.5375|0.0486|0.0471,0.0,1.0,1.0,1.0,0.5,0.7327711443782633,0.6,114.549
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,487,Will the customer have to pay more for different exit seat,general,25096|24828|9252|10649|25360|4116|4123|25612|10989|25651,0.5441|0.2247|0.1845|0.1845|0.1557|0.0854|0.0854|0.0520|0.0110|0.0101,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,0.2,116.0772
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,488,Can exit seats be changed,general,17554|17977|2074|9249|25096|10971|17543|17969|12189|12061,0.4496|0.4496|0.3317|0.1799|0.1622|0.1514|0.1224|0.1026|0.0843|0.0768,0.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812,0.0,58.0683
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,489,Are open Jaw allowed for FCOD ?,ticketing,2386|36582|2110|34941|2387|17404|14733|22231|6350|36680,0.0536|0.0282|0.0148|0.0027|0.0025|0.0021|0.0015|0.0014|0.0013|0.0010,1.0,1.0,1.0,1.0,1.0,1.0,0.6,59.356
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,490,Does FCOD policy apply to long haul flights,ticketing,4729|4747|4834|30434|32923|22178|29429|14720|21435|27159,0.0116|0.0116|0.0007|0.0005|0.0004|0.0004|0.0004|0.0002|0.0002|0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6613
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,491,Does FCOD policy apply to short haul flights,ticketing,4729|4747|4834|32923|14720|34847|22178|20907|14801|29429,0.0264|0.0264|0.0020|0.0006|0.0006|0.0004|0.0003|0.0003|0.0002|0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.418
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,492,Are open Jaw Permitted  for FCOD ?,ticketing,36582|2386|17404|6349|36543|34941|22231|2110|14733|36680,0.0279|0.0086|0.0009|0.0008|0.0004|0.0003|0.0003|0.0003|0.0002|0.0001,1.0,1.0,1.0,1.0,1.0,0.9134015924715543,0.4,99.881
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,493,Are double open Jaws permitted ?,ticketing,2387|2386|2110|36582|3048|36657|5155|22231|17404|36680,0.8282|0.6616|0.4752|0.2115|0.0614|0.0450|0.0067|0.0031|0.0020|0.0017,0.0,1.0,1.0,1.0,0.5,0.7634994216714083,0.6,50.4347
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,494,Should the journey be ticketed on BA ticket stock for FCOD?,ticketing,19198|13871|10197|461|6368|14886|14722|19208|19210|34929,0.0232|0.0206|0.0043|0.0004|0.0003|0.0000|0.0000|0.0000|0.0000|0.0000,0.0,1.0,1.0,1.0,0.5,0.7484853057448934,0.6,164.3768
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,495,Should the journey be ticketed on IAG  ticket stock for FCOD?,ticketing,13871|10197|20947|461|20851|34630|34929|522|14675|4530,0.0342|0.0092|0.0063|0.0007|0.0001|0.0000|0.0000|0.0000|0.0000|0.0000,1.0,1.0,1.0,1.0,1.0,0.9434732991210639,0.8,163.8533
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,496,Can tickets be issued on other airline ticket stock for FCOD ?,ticketing,13871|10197|540|546|20947|22873|22959|20851|8569|5514,0.1118|0.0649|0.0465|0.0465|0.0258|0.0152|0.0152|0.0062|0.0045|0.0028,1.0,1.0,1.0,1.0,1.0,0.9782917460822231,0.8,82.2279
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,497,Are V2 and V3 eligible for FCOD ?,ticketing,35908|4245|14733|18890|1955|10542|17974|35876|24778|9268,0.0321|0.0321|0.0038|0.0001|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1918
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,498,Is it mandatory to make changes on the same day for FCOD,general,24308|24736|24595|24546|24491|24239|22124|6284|35219|4571,0.0197|0.0197|0.0197|0.0197|0.0197|0.0197|0.0181|0.0061|0.0056|0.0044,1.0,1.0,1.0,1.0,1.0,0.9933222998814618,1.0,54.7755
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,499,Can multiple airport be used for FCOD?,general,1382|20808|20809|1269|34847|4726|1529|3931|3925|16581,0.9539|0.9106|0.5121|0.2571|0.1454|0.0256|0.0243|0.0112|0.0112|0.0057,1.0,1.0,1.0,1.0,1.0,0.8175295903539445,0.2,91.3299
mod_0009,entity_heuristic_w4,openai_text-embedding-3-large,Weaviate,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,500,DO only plus and plus flex meet criteria for FCOD,ticketing,14798|25989|20483|8792|20690|4733|9229|14733|19029|14714,0.0021|0.0007|0.0003|0.0002|0.0002|0.0001|0.0001|0.0001|0.0001|0.0001,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.2,94.1088
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,1,Customer has Multi PNR and received Voucher email only for one PNR,voucher,1641|12280|11018|9665|10404|9374|10931|12233|10716|12284,0.8190|0.7621|0.3597|0.3147|0.2795|0.2601|0.2195|0.2073|0.2031|0.1165,1.0,1.0,1.0,1.0,1.0,0.9963488021549354,1.0,165.2037
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,2,What is the difference between Open Ticket and Voucher,voucher,1654|1535|1537|1543|1559|1655|2360|1550|6043|1641,0.9991|0.9989|0.9884|0.9495|0.7396|0.6589|0.6404|0.5235|0.4921|0.4740,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136.8282
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,3,How to display an old emd record,voucher,1368|1369|1364|198|1374|1381|1363|1367|1370|1359,0.9998|0.9979|0.9952|0.9947|0.9933|0.9930|0.9771|0.9685|0.8170|0.8059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.4936
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,4,What is SC Script - RIR message for manual and auto handling in Travelport,pnr,1422|1433|1427|1432|1409|1445|1411|1425|1438|1412,0.9948|0.9752|0.9718|0.9671|0.9154|0.8953|0.8612|0.7901|0.7471|0.7124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.9029
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,5,How to Register errand templates for SC scenarios,general,2|9149|3|5030|9375|10081|10064|10046|10032|10041,0.9985|0.9952|0.9938|0.9936|0.9897|0.9685|0.9621|0.6606|0.5763|0.5763,1.0,1.0,1.0,1.0,1.0,0.9325720109418508,0.6,131.8587
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,6,What are different scenarios for SC register errand flow,general,11|3|2|8231|9305|9375|9913|10032|10027|9994,0.9969|0.9557|0.9245|0.6093|0.3821|0.3127|0.3022|0.2615|0.2615|0.2615,1.0,1.0,1.0,1.0,1.0,0.9748459362530401,1.0,163.4698
mod_0010,Heading_sections_l2,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,7,How to handle Tech Alerts in Schedule change,pnr,1490|1489|6469|6638|1844|8227|5350|1492|7688|7686,0.9545|0.7745|0.7737|0.7713|0.4492|0.3661|0.2593|0.2118|0.2016|0.1288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,152.8612
